iri,label,definition_original,definition_enriched
https://www.commoncoreontologies.org/ont00000481,Research and Development Artifact Function,A Service Artifact Function that is realized in processes of producing new knowledge or of devising new applications of existing knowledge.,Research and Development Artifact Function is a Service Artifact Function that is realized in processes of producing new knowledge or of devising new applications of existing knowledge.
https://www.commoncoreontologies.org/ont00000353,Research Artifact Function,An Artifact Function that is realized during events in which an Artifact is used to perform research on a specified entity or class of entities.,Research Artifact Function is an Artifact Function that is realized during events in which an Artifact is used to perform research on a specified entity or class of entities.
https://www.commoncoreontologies.org/ont00000321,Residential Artifact Function,A Service Artifact Function that is realized in processes of residing in a dwelling or home.,Residential Artifact Function is a Service Artifact Function that is realized in processes of residing in a dwelling or home.
https://www.commoncoreontologies.org/ont00000740,Resource,"A Continuant that is owned by, in the possession of, or is otherwise controlled by an Agent such that it could be used by that Agent.","Resource is a Continuant that is owned by, in the possession of, or is otherwise controlled by an Agent such that it could be used by that Agent."
https://www.commoncoreontologies.org/ont00001210,Retail Artifact Function,A Service Artifact Function that is realized in processes of selling goods or merchandise in small or individual lots for direct consumption by persons or organizations.,Retail Artifact Function is a Service Artifact Function that is realized in processes of selling goods or merchandise in small or individual lots for direct consumption by persons or organizations.
https://www.commoncoreontologies.org/ont00001254,Revolver,"A Hand Gun having a number of firing chambers in a revolving cylinder, where each chamber in the cylinder can be loaded with a single Cartridge.","Revolver is a Hand Gun having a number of firing chambers in a revolving cylinder, where each chamber in the cylinder can be loaded with a single Cartridge."
https://www.commoncoreontologies.org/ont00001230,Rhombic Antenna,A Wire Antenna that consists of one to three parallel wires suspended above the ground by poles or towers at each vertex in a rhombic shape with each of the four sides being the same length (typically at least one wavelength or longer).,Rhombic Antenna is a Wire Antenna that consists of one to three parallel wires suspended above the ground by poles or towers at each vertex in a rhombic shape with each of the four sides being the same length (typically at least one wavelength or longer).
https://www.commoncoreontologies.org/ont00000204,Rifle,A Long Gun that is designed to have a rifled barrel and to fire single Bullets over long ranges with high accuracy.,Rifle is a Long Gun that is designed to have a rifled barrel and to fire single Bullets over long ranges with high accuracy.
https://www.commoncoreontologies.org/ont00000247,Road,A Land Transportation Artifact that is designed to enable Ground Vehicles to travel from one location to another.,Road is a Land Transportation Artifact that is designed to enable Ground Vehicles to travel from one location to another.
https://www.commoncoreontologies.org/ont00001086,Road Junction,A Land Transportation Artifact that is designed to enable Ground Vehicles to exit one Road and enter another.,Road Junction is a Land Transportation Artifact that is designed to enable Ground Vehicles to exit one Road and enter another.
https://www.commoncoreontologies.org/ont00001185,Rocket,A Vehicle that is designed to travel through air or space and which obtains Thrust from a Rocket Engine.,Rocket is a Vehicle that is designed to travel through air or space and which obtains Thrust from a Rocket Engine.
https://www.commoncoreontologies.org/ont00000362,Rocket Engine,A Jet Engine that is designed to use only stored Rocket Propellant to form a high speed propulsive jet in order to generate Thrust.,Rocket Engine is a Jet Engine that is designed to use only stored Rocket Propellant to form a high speed propulsive jet in order to generate Thrust.
https://www.commoncoreontologies.org/ont00001173,Rocket Launcher,A Projectile Launcher that is designed to launch one or more Unguided Rockets.,Rocket Launcher is a Projectile Launcher that is designed to launch one or more Unguided Rockets.
https://www.commoncoreontologies.org/ont00000868,Rocket Pod,A Rocket Launcher that is designed to contain several Unguided Rockets held in individual tubes and to be used by Aircraft or Helicopters for close air support.,Rocket Pod is a Rocket Launcher that is designed to contain several Unguided Rockets held in individual tubes and to be used by Aircraft or Helicopters for close air support.
https://www.commoncoreontologies.org/ont00000337,Rocket-Propelled Grenade,"An Unguided Rocket that is designed to contain an explosive warhead, be fired from a Shoulder-Fired Rocket Launcher, and be used against Tanks.","An unguided, shoulder-fired rocket with an explosive warhead that is designed to be used against armored and material targets."
https://www.commoncoreontologies.org/ont00001288,Round Shot,A Portion of Ammunition that is designed to be a solid projectile without explosive charge and to be fired from a cannon.,Round Shot is a Portion of Ammunition that is designed to be a solid projectile without explosive charge and to be fired from a cannon.
https://www.commoncoreontologies.org/ont00000352,Satellite Artifact,A Spacecraft that is designed to Orbit a Space Object (typically Earth).,Satellite Artifact is a Spacecraft that is designed to Orbit a Space Object (typically Earth).
https://www.commoncoreontologies.org/ont00001121,Scramjet Engine,An Air-Breathing Jet Engine that uses the forward motion of the Engine to compress incoming air at supersonic speeds before adding the fuel and constantly combusting the mixture then expelling the exhaust out through the rear Propelling Nozzle to generate Thrust.,Scramjet Engine is an Air-Breathing Jet Engine that uses the forward motion of the Engine to compress incoming air at supersonic speeds before adding the fuel and constantly combusting the mixture then expelling the exhaust out through the rear Propelling Nozzle to generate Thrust.
https://www.commoncoreontologies.org/ont00001105,Secondary Cell Electric Battery,An Electric Battery that is designed to be recharged.,Secondary Cell Electric Battery is an Electric Battery that is designed to be recharged.
https://www.commoncoreontologies.org/ont00000711,Semi-automatic Pistol,A Hand Gun that has a single fixed firing chamber machined into the rear of the barrel and an ammunition magazine capable of holding multiple Cartridges such that the Hand Gun is designed to automatically reload each time it is fired and to fire a Bullet with each successive pull of the trigger until the stored ammunition is depleted.,Semi-automatic Pistol is a Hand Gun that has a single fixed firing chamber machined into the rear of the barrel and an ammunition magazine capable of holding multiple Cartridges such that the Hand Gun is designed to automatically reload each time it is fired and to fire a Bullet with each successive pull of the trigger until the stored ammunition is depleted.
https://www.commoncoreontologies.org/ont00000569,Sensor,A Transducer that is designed to convert incoming energy into a output signal which reliably corresponds to changes in that energy.,Sensor is a Transducer that is designed to convert incoming energy into a output signal which reliably corresponds to changes in that energy.
https://www.commoncoreontologies.org/ont00001241,Sensor Artifact Function,An Artifact Function that is realized in processes wherein its bearer is used to produce an output signal which reliably corresponds to changes in the artifact's environment.,Sensor Artifact Function is an Artifact Function that is realized in processes wherein its bearer is used to produce an output signal which reliably corresponds to changes in the artifact's environment.
https://www.commoncoreontologies.org/ont00000023,Sensor Deployment Artifact Function,An Artifact Function that inheres in Artifacts that are designed to support or convey one or more Sensors while the Sensors are realizing their own Artifact Functions.,Sensor Deployment Artifact Function is an Artifact Function that inheres in Artifacts that are designed to support or convey one or more Sensors while the Sensors are realizing their own Artifact Functions.
https://www.commoncoreontologies.org/ont00001273,Sensor Modality Function,A Sensor Artifact Function that inheres in some Sensor in virtue of the type of energy the Sensor is capable of converting into an output signal.,Sensor Modality Function is a Sensor Artifact Function that inheres in some Sensor in virtue of the type of energy the Sensor is capable of converting into an output signal.
https://www.commoncoreontologies.org/ont00000021,Sensor Platform,"A Material Artifact that is designed to support, and in some cases transport, a Sensor during its deployment and functioning.","Sensor Platform is a Material Artifact that is designed to support, and in some cases transport, a Sensor during its deployment and functioning."
https://www.commoncoreontologies.org/ont00001301,Service Artifact Function,An Artifact Function that is realized in a process of providing intangible goods to consumers.,Service Artifact Function is an Artifact Function that is realized in a process of providing intangible goods to consumers.
https://www.commoncoreontologies.org/ont00000249,Shaft,"A Material Artifact that is designed to rotate and transmit Torque, Power, or Rotational Motion from one machine element to another.","Shaft is a Material Artifact that is designed to rotate and transmit Torque, Power, or Rotational Motion from one machine element to another."
https://www.commoncoreontologies.org/ont00000216,Shell,A Portion of Ammunition that is designed to be a non-self-propelled projectile and to carry a payload (explosive or other) over a relatively short distance.,Shell is a Portion of Ammunition that is designed to be a non-self-propelled projectile and to carry a payload (explosive or other) over a relatively short distance.
https://www.commoncoreontologies.org/ont00000015,Shotgun,"A Long Gun that fires packets of shot, a single slug, a sabot, or a specialty round (such as tear gas, bolo shell, or a breaching round) over shorter ranges than that of Rifles and with less accuracy.","Shotgun is a Long Gun that fires packets of shot, a single slug, a sabot, or a specialty round (such as tear gas, bolo shell, or a breaching round) over shorter ranges than that of Rifles and with less accuracy."
https://www.commoncoreontologies.org/ont00000298,Shoulder-Fired Rocket Launcher,A Rocket Launcher that is designed to be small enough to be carried by a single person and fired while supported on the person's shoulder.,Shoulder-Fired Rocket Launcher is a Rocket Launcher that is designed to be small enough to be carried by a single person and fired while supported on the person's shoulder.
https://www.commoncoreontologies.org/ont00000776,Signal Detection Artifact Function,"An Artifact Function that is realized in the process of discerning between information-bearing patterns and random patterns, or noise, that distract from the information.","Signal Detection Artifact Function is an Artifact Function that is realized in the process of discerning between information-bearing patterns and random patterns, or noise, that distract from the information."
https://www.commoncoreontologies.org/ont00001218,Signal Processing Artifact Function,An Artifact Function that is realized in the process of transferring or processing information contained in signals.,Signal Processing Artifact Function is an Artifact Function that is realized in the process of transferring or processing information contained in signals.
https://www.commoncoreontologies.org/ont00000434,Simple Optical Lens,An Optical Lens consisting of a single piece of transparent material.,Simple Optical Lens is an Optical Lens consisting of a single piece of transparent material.
https://www.commoncoreontologies.org/ont00000942,Sniper Rifle,A Rifle that is designed to be highly accurate for long-range precision tactical shooting.,Sniper Rifle is a Rifle that is designed to be highly accurate for long-range precision tactical shooting.
https://www.commoncoreontologies.org/ont00000843,Solar Panel,An Electrical Power Source that consists in part of one or more photovoltaic (i.e. solar) cells that convert light energy (photons) directly into electricity by means of the photovoltaic effect.,Solar Panel is an Electrical Power Source that consists in part of one or more photovoltaic (i.e. solar) cells that convert light energy (photons) directly into electricity by means of the photovoltaic effect.
https://www.commoncoreontologies.org/ont00001222,Solar Panel System,"An Electrical Power Source that consists in part of one or more Solar Panels, a power inverter, electrical wiring between the components, a mounting and support structure, and may also include a battery and/or a solar tracking system and is the bearer of functions realized in processes of deriving, transferring, and storing electrical energy derived from light energy.","Solar Panel System is an Electrical Power Source that consists in part of one or more Solar Panels, a power inverter, electrical wiring between the components, a mounting and support structure, and may also include a battery and/or a solar tracking system and is the bearer of functions realized in processes of deriving, transferring, and storing electrical energy derived from light energy."
https://www.commoncoreontologies.org/ont00001160,Solvent Artifact Function,"A Chemical Reaction Artifact Function that is realized in the dissolving of other substances (namely, solutes) without change in the former's chemical structure.","Solvent Artifact Function is a Chemical Reaction Artifact Function that is realized in the dissolving of other substances (namely, solutes) without change in the former's chemical structure."
https://www.commoncoreontologies.org/ont00001139,Spacecraft,"A Vehicle that is designed to convey passengers, cargo, or equipment from one location to another by Spaceflight.","Spacecraft is a Vehicle that is designed to convey passengers, cargo, or equipment from one location to another by Spaceflight."
https://www.commoncoreontologies.org/ont00001024,Spark Ignition Engine,An Internal Combustion Engine that is designed to operate by generating a spark to ignite a portion of Fuel and Oxidizer mixture.,Spark Ignition Engine is an Internal Combustion Engine that is designed to operate by generating a spark to ignite a portion of Fuel and Oxidizer mixture.
https://www.commoncoreontologies.org/ont00000409,Spark Ignition System,An Ignition System that is designed to produce a spark in order to initiate an Ignition process.,Spark Ignition System is an Ignition System that is designed to produce a spark in order to initiate an Ignition process.
https://www.commoncoreontologies.org/ont00001353,Speed Artifact Function,A Motion Artifact Function that is realized in some process in which its bearer has some speed.,Speed Artifact Function is a Motion Artifact Function that is realized in some process in which its bearer has some speed.
https://www.commoncoreontologies.org/ont00000411,Speed Measurement Artifact Function,A Measurement Artifact Function that is realized during events in which an Artifact is used to measure the Speed of a specified object's or class of objects' Motion.,Speed Measurement Artifact Function is a Measurement Artifact Function that is realized during events in which an Artifact is used to measure the Speed of a specified object's or class of objects' Motion.
https://www.commoncoreontologies.org/ont00001000,Spray Nozzle,A Nozzle that is designed to facilitate a conversion of the flow of a portion of liquid into a dynamic collection of drops dispersed in a portion of gas.,Spray Nozzle is a Nozzle that is designed to facilitate a conversion of the flow of a portion of liquid into a dynamic collection of drops dispersed in a portion of gas.
https://www.commoncoreontologies.org/ont00000634,Steam Engine,An External Combustion Engine that is designed to use steam as its working fluid.,Steam Engine is an External Combustion Engine that is designed to use steam as its working fluid.
https://www.commoncoreontologies.org/ont00001019,Steering Control System,A Vehicle Control System that is designed to control the direction some Vehicle is traveling.,Steering Control System is a Vehicle Control System that is designed to control the direction some Vehicle is traveling.
https://www.commoncoreontologies.org/ont00000054,Stirling Engine,"An External Combusion Engine that is designed to compress and expand some working fluid at different temperatures, such that there is a net conversion of heat energy to mechanical work.","Stirling Engine is an External Combusion Engine that is designed to compress and expand some working fluid at different temperatures, such that there is a net conversion of heat energy to mechanical work."
https://www.commoncoreontologies.org/ont00001278,Stock,A Financial Instrument that entitles holders to an ownership interest (equity) in the specified Incorporated Organization.,Stock is a Financial Instrument that entitles holders to an ownership interest (equity) in the specified Incorporated Organization.
https://www.commoncoreontologies.org/ont00000233,Stock Certificate,Stock that consists of a Certificate.,Stock Certificate is a Stock that consists of a Certificate.
https://www.commoncoreontologies.org/ont00001200,Structural Support Artifact Function,An Artifact Function that is realized by an Artifact providing physical support to another object.,Structural Support Artifact Function is an Artifact Function that is realized by an Artifact providing physical support to another object.
https://www.commoncoreontologies.org/ont00001096,Submachine Gun,"An Long Gun that is designed to be have automatic-fire functionality, fire pistol-caliber ammunition that is magazine-fed, and which is usually smaller than other automatic firearms.","Submachine Gun is a Long Gun that is designed to be have automatic-fire functionality, fire pistol-caliber ammunition that is magazine-fed, and which is usually smaller than other automatic firearms."
https://www.commoncoreontologies.org/ont00000809,Submersible Artifact Function,An Artifact Function that is realized in processes of operating while submerged in water.,Submersible Artifact Function is an Artifact Function that is realized in processes of operating while submerged in water.
https://www.commoncoreontologies.org/ont00000728,Submillimeter Wavelength Radio Telescope,A Radio Telescope that is designed to aid in the observation of spatially distant Objects by means of collecting and focusing radio waves from the submillimeter waveband (i.e. microwaves) to form an enhanced image of the Object.,Submillimeter Wavelength Radio Telescope is a Radio Telescope that is designed to aid in the observation of spatially distant Objects by means of collecting and focusing radio waves from the submillimeter waveband (i.e. microwaves) to form an enhanced image of the Object.
https://www.commoncoreontologies.org/ont00000344,Surfactant Artifact Function,An Emulsifier Artifact Function that is realized in a process that lowers the surface tension between two liquids or between a liquid and a solid.,Surfactant Artifact Function is an Emulsifier Artifact Function that is realized in a process that lowers the surface tension between two liquids or between a liquid and a solid.
https://www.commoncoreontologies.org/ont00000689,Switch Artifact Function,An Artifact Function that is realized in a process of breaking an electric circuit by interrupting the current or diverting it from one conductor to another.,Switch Artifact Function is an Artifact Function that is realized in a process of breaking an electric circuit by interrupting the current or diverting it from one conductor to another.
https://www.commoncoreontologies.org/ont00000482,Synthetic Aperture Radar Imaging Artifact Function,A Radar Imaging Artifact Function that inheres in Artifacts that are designed to produce visual representations of entities using the motion of a radar antenna over a targeted region to create a synthetic aperture.,Synthetic Aperture Radar Imaging Artifact Function is a Radar Imaging Artifact Function that inheres in Artifacts that are designed to produce visual representations of entities using the motion of a radar antenna over a targeted region to create a synthetic aperture.
https://www.commoncoreontologies.org/ont00000038,System Role,A Role that inheres in an entity in virtue of its parts or elements being arranged in such a way that they together exhibit behavior or meaning that they do not exhibit individually.,System Role is a Role that inheres in an entity in virtue of its parts or elements being arranged in such a way that they together exhibit behavior or meaning that they do not exhibit individually.
https://www.commoncoreontologies.org/ont00001319,Tank,"An Armored Fighting Vehicle that is designed to carry heavy firepower, have a powerful Engine, and travel on one or more continuous tracks such that it is suitable for front-line combat and can provide operational maneuverability as well as tactical offensive and defensive capabilities.","Tank is an Armored Fighting Vehicle that is designed to carry heavy firepower, have a powerful Engine, and travel on one or more continuous tracks such that it is suitable for front-line combat and can provide operational maneuverability as well as tactical offensive and defensive capabilities."
https://www.commoncoreontologies.org/ont00001247,Telecommunication Endpoint,A Telecommunication Network Node that connects a Telecommunication Terminal to a Telecommunication Network.,Telecommunication Endpoint is a Telecommunication Network Node that connects a Telecommunication Terminal to a Telecommunication Network.
https://www.commoncoreontologies.org/ont00000954,Telecommunication Infrastructure,An Infrastructure System that is designed to support the use of Telecommunication Instruments to communicate.,Telecommunication Infrastructure is an Infrastructure System that is designed to support the use of Telecommunication Instruments to communicate.
https://www.commoncoreontologies.org/ont00000690,Telecommunication Instrument,A Communication Instrument that is designed for use by some Agent in some Act of Communication where the recipient of that communication is potentially a significant distance away from the Agent.,Telecommunication Instrument is a Communication Instrument that is designed for use by some Agent in some Act of Communication where the recipient of that communication is potentially a significant distance away from the Agent.
https://www.commoncoreontologies.org/ont00000998,Telecommunication Network,A Communication System that is designed to enable the transmission of information over significant distances between Telecommunication Endpoints via Telecommunication Network Nodes and Lines.,A Communication System that is designed to enable the transmission of information between telecommunication endpoints via interconnected network nodes and lines.
https://www.commoncoreontologies.org/ont00000825,Telecommunication Network Line,A Communication Artifact that is designed to be the physical transmission medium that connects two or more Telecommunication Network Nodes within a Telecommunication Network to facilitate communication between the Nodes.,Telecommunication Network Line is a Communication Artifact that is designed to be the physical transmission medium that connects two or more Telecommunication Network Nodes within a Telecommunication Network to facilitate communication between the Nodes.
https://www.commoncoreontologies.org/ont00000918,Telecommunication Network Node,"A Communication Artifact that consists of a connection point, redistribution point, or endpoint that is designed to be part of a Telecommunication Network and can be either active or passive.","Telecommunication Network Node is a Communication Artifact that consists of a connection point, redistribution point, or endpoint that is designed to be part of a Telecommunication Network and can be either active or passive."
https://www.commoncoreontologies.org/ont00000315,Telecommunication Switching Node,A Telecommunication Network Node that is capable of redirecting a communication transmission to another Telecommunication Network Node.,Telecommunication Switching Node is a Telecommunication Network Node that is capable of redirecting a communication transmission to another Telecommunication Network Node.
https://www.commoncoreontologies.org/ont00000907,Telephone,A Telecommunication Instrument that is designed to provide point-to-point communication between agents by means of audio messages.,Telephone is a Telecommunication Instrument that is designed to provide point-to-point communication between agents by means of audio messages.
https://www.commoncoreontologies.org/ont00000059,Telephone Line,A Telecommunication Network Line that consists of a physical wire or other signaling medium that is designed to be part of a Telephone Network.,Telephone Line is a Telecommunication Network Line that consists of a physical wire or other signaling medium that is designed to be part of a Telephone Network.
https://www.commoncoreontologies.org/ont00000152,Telephone Network,A Telecommunication Network that is designed to allow telephone calls to be made between two or more parties connected to the network.,Telephone Network is a Telecommunication Network that is designed to allow telephone calls to be made between two or more parties connected to the network.
https://www.commoncoreontologies.org/ont00000193,Telephone Subscriber Line,A Telephone Line that connects a Communication Endpoint to another node in a Telecommunication Network to enable service to a user's Telephone.,Telephone Subscriber Line is a Telephone Line that connects a Communication Endpoint to another node in a Telecommunication Network to enable service to a user's Telephone.
https://www.commoncoreontologies.org/ont00000547,Telescope,An Imaging Instrument that is designed to aid in the observation of spatially distant Objects by means of collecting and focusing Electromagnetic Radiation to form an enhanced image of the Object.,Telescope is an Imaging Instrument that is designed to aid in the observation of spatially distant Objects by means of collecting and focusing Electromagnetic Radiation to form an enhanced image of the Object.
https://www.commoncoreontologies.org/ont00000947,Temperature Measurement Artifact Function,A Measurement Artifact Function that is realized during events in which an Artifact is used to measure the Temperature of a specified object or class of objects.,Temperature Measurement Artifact Function is a Measurement Artifact Function that is realized during events in which an Artifact is used to measure the Temperature of a specified object or class of objects.
https://www.commoncoreontologies.org/ont00000706,Terminal Board,A Material Artifact that is designed to join electrical terminations and create an electrical circuit by means of a block which connects individual wires without a splice or physically joining the ends.,Terminal Board is a Material Artifact that is designed to join electrical terminations and create an electrical circuit by means of a block which connects individual wires without a splice or physically joining the ends.
https://www.commoncoreontologies.org/ont00001350,Thermal Control Artifact Function,"An Artifact Function that is realized by an Artifact increasing, decreasing, or maintaining the temperature of itself, a part of itself, or another object.","Thermal Control Artifact Function is an Artifact Function that is realized by an Artifact increasing, decreasing, or maintaining the temperature of itself, a part of itself, or another object."
https://www.commoncoreontologies.org/ont00000944,Thermal Imaging Artifact Function,An Imaging Artifact Function that is realized during events in which an Artifact is used to create a visual representation of an entity using radiation from the far infrared region of the electromagnetic spectrum that the entity emits,Thermal Imaging Artifact Function is an Imaging Artifact Function that is realized during events in which an Artifact is used to create a visual representation of an entity using radiation from the far infrared region of the electromagnetic spectrum that the entity emits.
https://www.commoncoreontologies.org/ont00000985,Thermal Insulation Artifact Function,A Thermal Control Artifact Function that is realized during events in which an Artifact prevents or reduces the transfer of heat between objects that are in thermal contact or in range of radiative influence.,Thermal Insulation Artifact Function is a Thermal Control Artifact Function that is realized during events in which an Artifact prevents or reduces the transfer of heat between objects that are in thermal contact or in range of radiative influence.
https://www.commoncoreontologies.org/ont00000452,Timekeeping Artifact Function,An Artifact Function that is realized during events in which an Artifact is used to keep track of and report the current time.,Timekeeping Artifact Function is an Artifact Function that is realized during events in which an Artifact is used to keep track of and report the current time.
https://www.commoncoreontologies.org/ont00000018,Title Document,A Legal Instrument that is designed as evidence of ownership.,Title Document is a Legal Instrument that is designed as evidence of ownership.
https://www.commoncoreontologies.org/ont00000581,Tool,A Material Artifact that is designed to assist in the performance of manual or mechanical work and not to be consumed in that process.,Tool is a Material Artifact that is designed to assist in the performance of manual or mechanical work and not to be consumed in that process.
https://www.commoncoreontologies.org/ont00000280,Torpedo,"A Precision-Guided Missile that is designed to be fired into a body of water, be self-propelled through the water, and carry an explosive payload.","Torpedo is a Precision-Guided Missile that is designed to be fired into a body of water, be self-propelled through the water, and carry an explosive payload."
https://www.commoncoreontologies.org/ont00000231,Torpedo Tube,A Projectile Launcher that is designed to launch Torpedoes.,Torpedo Tube is a Projectile Launcher that is designed to launch Torpedoes.
https://www.commoncoreontologies.org/ont00001201,Trail,"A Land Transportation Artifact that is designed to enable transport through rough country, such as a forest or moor.","A Land Transportation Artifact that is designed to enable pedestrian or non-motorized travel through natural or constructed environments, including forests, moors, or urban greenways."
https://www.commoncoreontologies.org/ont00001030,Train,A Rail Transport Vehicle that consists of a series of connected Train Cars or Railcars.,Train is a Rail Transport Vehicle that consists of a series of connected Train Cars or Railcars.
https://www.commoncoreontologies.org/ont00000928,Train Car,A Rail Transport Vehicle that consists of a single Vehicle that is not a Train but is designed to be connected to other Train Cars along with at least one Locomotive to form a Train.,Train Car is a Rail Transport Vehicle that consists of a single Vehicle that is not a Train but is designed to be connected to other Train Cars along with at least one Locomotive to form a Train.
https://www.commoncoreontologies.org/ont00000736,Transducer,A Material Artifact that is designed to convert one form of energy to another.,Transducer is a Material Artifact that is designed to convert one form of energy to another.
https://www.commoncoreontologies.org/ont00000254,Transportation Artifact,A Material Artifact that is fixed in place and designed to enable the movement of Vehicles and Agents from one location to another.,Transportation Artifact is a Material Artifact that is fixed in place and designed to enable the movement of Vehicles and Agents from one location to another.
https://www.commoncoreontologies.org/ont00000328,Transportation Infrastructure,"An Infrastructure System that has continuant part one or more Transportation Artifacts and bears a function that, if realized, is realized in Acts of Cargo Transportation","An Infrastructure System that has continuant part one or more Transportation Artifacts and bears a function that, if realized, is realized in acts of transportation of passengers and/or cargo."
https://www.commoncoreontologies.org/ont00001027,Trim Tab,"A Control Surface that is designed to counteract hydro-, aerodynamic, or other forces in order to stabilize the Vehicle it is part of in the desired Attitude.","Trim Tab is a Control Surface that is designed to counteract hydro-, aerodynamic, or other forces in order to stabilize the Vehicle it is part of in the desired Attitude."
https://www.commoncoreontologies.org/ont00001181,Triple Inertial Navigation System,"An Inertial Navigation System that is designed to use three redundant computers to continuously calculate via dead reckoning the position, orientation, and velocity of a moving object without the need for external references, in such a way that eliminates the need for a navigator.","Triple Inertial Navigation System is an Inertial Navigation System that is designed to use three redundant computers to continuously calculate via dead reckoning the position, orientation, and velocity of a moving object without the need for external references, in such a way that eliminates the need for a navigator."
https://www.commoncoreontologies.org/ont00000488,Tripod,A Material Artifact that consists of three legs and a platform that joins them and which is designed to support the weight and maintain the stability of objects that are attached to or rested on the platform.,Tripod is a Material Artifact that consists of three legs and a platform that joins them and which is designed to support the weight and maintain the stability of objects that are attached to or rested on the platform.
https://www.commoncoreontologies.org/ont00000606,Truck,A Ground Motor Vehicle that is designed to be used to transport cargo.,Truck is a Ground Motor Vehicle that is designed to be used to transport cargo.
https://www.commoncoreontologies.org/ont00000704,Tunnel,"A Land Transportation Artifact that is designed to enable Ground Vehicles to travel underneath a surrounding soil, earth, or rock formation.","A Land Transportation Artifact that is designed to enable ground vehicles to travel beneath surrounding soil, rock, or a water body (including riverbeds or seabeds)."
https://www.commoncoreontologies.org/ont00000788,Turbine Steam Engine,A Steam Engine that is designed to extract thermal energy from pressurized steam and use it to do mechanical work on a rotating output shaft.,Turbine Steam Engine is a Steam Engine that is designed to extract thermal energy from pressurized steam and use it to do mechanical work on a rotating output shaft.
https://www.commoncoreontologies.org/ont00000688,Turbofan Air-Breathing Jet Engine,"An Air-Breathing Jet Engine that uses a Turbofan, which consists of a Turbine and a Fan.","Turbofan Air-Breathing Jet Engine is an Air-Breathing Jet Engine that uses a Turbofan, which consists of a Turbine and a Fan."
https://www.commoncoreontologies.org/ont00001005,Turbojet Air-Breathing Jet Engine,"An Air-Breathing Jet Engine that uses a Turbojet, which consists of a Turbine with a Propelling Nozzle.","Turbojet Air-Breathing Jet Engine is an Air-Breathing Jet Engine that uses a Turbojet, which consists of a Turbine with a Propelling Nozzle."
https://www.commoncoreontologies.org/ont00000857,Ultra High Frequency Communication Instrument,A Radio Communication Instrument that is designed to participate in some process that has process part some Ultra High Frequency.,A Radio Communication Instrument that is designed to transmit and/or receive radio signals in the ultra high frequency (UHF) band.
https://www.commoncoreontologies.org/ont00000174,Ultraviolet Telescope,A Telescope that is designed to aid in the observation of spatially distant Objects by means of collecting and focusing ultraviolet light to form an enhanced image of the Object.,Ultraviolet Telescope is a Telescope that is designed to aid in the observation of spatially distant Objects by means of collecting and focusing ultraviolet light to form an enhanced image of the Object.
https://www.commoncoreontologies.org/ont00001029,Unguided Rocket,"A Portion of Ammunition that is designed to be a self-propelled, but unguided, projectile that delivers some payload (explosive or other) over relatively long distances through the use of a Rocket Engine.","Unguided Rocket is a Portion of Ammunition that is designed to be a self-propelled, but unguided, projectile that delivers some payload (explosive or other) over relatively long distances through the use of a Rocket Engine."
https://www.commoncoreontologies.org/ont00000598,Valve,"A Fluid Control Artifact that is designed to regulate, direct, or control the flow of fluid by opening, closing, or partially obstructing the fluid from moving along a passageway.","Valve is a Fluid Control Artifact that is designed to regulate, direct, or control the flow of fluid by opening, closing, or partially obstructing the fluid from moving along a passageway."
https://www.commoncoreontologies.org/ont00000713,Vehicle,A Material Artifact that is designed to facilitate the movement of material entities from one location to another by conveying them there.,Vehicle is a Material Artifact that is designed to facilitate the movement of material entities from one location to another by conveying them there.
https://www.commoncoreontologies.org/ont00000103,Vehicle Compartment,A Material Artifact that is designed to partition a Vehicle into subdivisions for various purposes.,Vehicle Compartment is a Material Artifact that is designed to partition a Vehicle into subdivisions for various purposes.
https://www.commoncoreontologies.org/ont00000723,Vehicle Control System,A Control System that is designed to enable some Agent to control some Vehicle.,Vehicle Control System is a Control System that is designed to enable some Agent to control some Vehicle.
https://www.commoncoreontologies.org/ont00001134,Vehicle Frame,A Material Artifact that is designed to be the main supporting structure of some Vehicle.,Vehicle Frame is a Material Artifact that is designed to be the main supporting structure of some Vehicle.
https://www.commoncoreontologies.org/ont00000904,Vehicle Track,An Object Track for a Vehicle during some motion.,Vehicle Track is an Object Track for a Vehicle during some motion.
https://www.commoncoreontologies.org/ont00000122,Vehicle Track Point,An Object Track Point that is where a Vehicle is or was located during some motion.,Vehicle Track Point is an Object Track Point that is where a Vehicle is or was located during some motion.
https://www.commoncoreontologies.org/ont00000301,Vehicle Transmission,A Power Transmission Artifact that is designed to vary the output speed and torque in a rotating power transfer system.,Vehicle Transmission is a Power Transmission Artifact that is designed to vary the output speed and torque in a rotating power transfer system.
https://www.commoncoreontologies.org/ont00000113,Ventilation Control Artifact Function,An Artifact Function that is realized in processes in which some Artifact is used to control the quality of air in some space.,Ventilation Control Artifact Function is an Artifact Function that is realized in processes in which some Artifact is used to control the quality of air in some space.
https://www.commoncoreontologies.org/ont00000050,Very High Frequency Communication Instrument,A Radio Communication Instrument that is designed to participate in some process that has process part some Very High Frequency.,A Radio Communication Instrument that is designed to transmit and/or receive radio signals in the very high frequency (VHF) band.
https://www.commoncoreontologies.org/ont00000774,Video Camera,A Camera that is designed to form and digitally or physically record a continuous stream of subsequent images of an entity or scene such that the images can be played back in succession as a video.,Video Camera is a Camera that is designed to form and digitally or physically record a continuous stream of subsequent images of an entity or scene such that the images can be played back in succession as a video.
